shot,sub_start,sub_end
1060,2261,2301
1061,2276,2316
1062,2251,2291
1063,2266,2306
1064,2241,2281
1065,2251,2291
1066,2226,2266
1067,2286,2326
1068,2296,2336
1069,2246,2286
1070,2276,2316
1071,2286,2326
1072,2276,2316
1073,2261,2301
1074,2231,2271
1075,2296,2336
1076,2266,2306
1077,2246,2286
1078,2241,2281
1079,2271,2311
1080,2236,2276
1081,2266,2306
1082,2251,2291
1083,2251,2291
1084,2291,2331
1085,2276,2316
1086,2261,2301
1087,2236,2276
1088,2281,2321
1089,2271,2311
1090,2246,2286
1091,2281,2321
1092,2281,2321
1093,2266,2306
1094,2271,2311
1095,2271,2311
1096,2261,2301
1097,2261,2301
1098,2271,2311
1099,2226,2266
1100,2256,2296
1101,5621,5661
1102,5631,5671
1103,5361,5401
1104,4871,4911
1105,4206,4246
1106,3981,4021
1107,3761,3801
1108,3516,3556
1109,3346,3386
1110,3216,3256
1111,3136,3176
1112,3091,3131
1113,2931,2971
1114,2891,2931
1115,2796,2836
1116,2761,2801
1117,2676,2716
1118,2631,2671
1119,2616,2656
1120,2601,2641
1121,2546,2586
1122,2466,2506
1123,2486,2526
1124,2381,2421
1125,2356,2396
1126,2316,2356
1127,2286,2326
1128,2301,2341
1129,2251,2291
1130,2261,2301
1131,2301,2341
1132,2311,2351
1133,2256,2296
1134,2256,2296
1135,2276,2316
1136,2296,2336
1137,2266,2306
1138,2281,2321
1139,2246,2286
1140,2261,2301
1141,2266,2306
1142,2246,2286
1143,2256,2296
1144,2256,2296
1145,2281,2321
1146,2231,2271
1147,2236,2276
1148,2251,2291
1149,2281,2321
1150,2281,2321
1151,2271,2311
1152,2256,2296
1153,2281,2321
1154,2256,2296
1155,2281,2321
1156,2241,2281
1157,2231,2271
1158,2271,2311
1159,2241,2281
1160,2256,2296
1161,2296,2336
1162,2296,2336
1163,2286,2326
1164,2296,2336
1165,2256,2296
1166,2256,2296
1167,2251,2291
1168,2281,2321
1169,2271,2311
